id_anunt,autoritate,castigator,valoare_ron,data,motiv_excludere
667958-2024,Consiliul Judetean Buzau,BROKMED / HELLIMED,620030,2024-10-18,autoritate non-spital
SCN1154701,INSTITUTUL NATIONAL DE CERCETARE DEZVOLTARE PENTRU METALE NEFEROASE SI RARE-IMNR,S.C. SOLAGEN LABORATORY S.R.L. / Altium International SRL / HISTERESIS S.R.L.,101590,2024-10-18,institut de cercetare / fara paturi de spital
CN1068956,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Botosani,DIALAB SOLUTIONS,480000,2024-10-20,autoritate non-spital
641143-2024,JUDETUL CLUJ (CONSILIUL JUDETEAN),OTHERWAY BUSINESS GROUP S.R.L.,587500,2024-10-21,autoritate non-spital
CAN1135480,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Cluj,TUNIC PROD S.R.L. / S.C. TODY LABORATORIES MED S.R.L. S.R.L. / A.M.S. 2000 TRADING IMPEX S.R.L. / BIO AQUA GROUP / FOTOMETRIC INSTRUMENTS S.R.L. / TYD ELAN S.R.L. / MEDICLIM S.R.L. / S.C. NOVACHIM TRADING S.R.L.,146384,2024-10-21,autoritate non-spital
CAN1135516,JUDETUL CLUJ (CONSILIUL JUDETEAN),OTHERWAY BUSINESS GROUP S.R.L.,587500,2024-10-21,autoritate non-spital
500430-2025,"BAZA DE APROVIZIONARE, GOSPODARIRE SI REPARATII",NOVA TECH MED,9596,2024-10-22,autoritate non-spital
641065-2024,MUNICIPIUL ROMAN,,2805255,2024-10-22,autoritate non-spital
714317-2024,"BAZA DE APROVIZIONARE, GOSPODARIRE SI REPARATII",NOVA TECH MED,1421438,2024-10-22,autoritate non-spital
SCNA1112450,COMPANIA NATIONALA DE ADMINISTRARE A INFRASTRUCTURII RUTIERE S.A.,DUMITRU BUSINESS HOUSE IMPEX,36870,2024-10-22,entitate privata (SRL/SA)
642560-2024,Spital Clinic Judetean de Urgenta Arad,,,2024-10-23,procedura anulata / fara castigator (confirmat in XML TED)
666467-2024,ORASUL GAESTI,LIAMED / Sante International,5195404,2024-10-23,autoritate non-spital
724375-2024,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",ALTIUM INTERNATIONAL / ANTISEL RO / BIO AQUA GROUP / CHROMAKTIV S.R.L. / DELTAMED / EMSAR S.R.L. / Filara BioMed SRL / Novaintermed S.R.L. / TUNIC PROD S.R.L. / WATT DISTRIBUTOR,4035540,2024-10-23,autoritate non-spital
SCN1154949,ORASUL BUHUSI,ROMDYL OFFICE SRL,375222,2024-10-23,autoritate non-spital
645408-2024,UM 0929 Bucuresti,,,2024-10-24,procedura anulata / fara castigator (confirmat in XML TED)
646701-2024,JUDETUL GALATI,,672467,2024-10-24,autoritate non-spital
680123-2024,Judetul Brasov,SC BIO HYGIENE SRL / SC TEHNOPLUS MEDICAL SRL,361500,2024-10-24,autoritate non-spital
SCNA1112617,COMUNA TARNOVA (PRIMARIA LOCALITATII TARNOVA),INTER SPORT,80674,2024-10-24,autoritate non-spital
649514-2024,SPITALUL CLINIC JUDETEAN DE URGENTA SF. APOSTOL ANDREI,,,2024-10-25,procedura anulata / fara castigator (confirmat in XML TED)
650981-2024,SPITALUL CLINIC JUDETEAN DE URGENTA SF. APOSTOL ANDREI,,,2024-10-25,procedura anulata / fara castigator (confirmat in XML TED)
228895-2025,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",DENTSTORE / MEDICA M3 APARATURĂ SERVICE S.R.L. / TEHNODENT POKA S.R.L.,701761,2024-10-28,autoritate non-spital
652543-2024,ORASUL ROVINARI,,,2024-10-28,autoritate non-spital
677077-2024,CONSILIUL JUDETEAN OLT,HEALTH SUPPLY / Integra Medical Business / MEDIQ INNOVATIVE TECHNOLOGIES SRL / S.C. SMG ULTRASOUND ROMANIA S.R.L. S.R.L. / VICI EVOLUTION S.R.L.,6201829,2024-10-28,autoritate non-spital
705010-2024,MUNICIPIUL ROMAN,CLINI-LAB / DELTAMED / DIAMEDIX IMPEX / ELECTRONIC APRIL APARATURA ELECTRONICA SPECIALA S.R.L. / SC BELFIX DISTRIBUTIE SRL / SYNTTERGY CONSULT / TUNIC PROD S.R.L.,1916410,2024-10-28,autoritate non-spital
787039-2024,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",DENTSTORE / MEDICA M3 APARATURĂ SERVICE S.R.L. / TEHNODENT POKA S.R.L.,701368,2024-10-28,autoritate non-spital
SCNA1112724,COMUNA FÎNTÎNELE,LM MOB SRL / INTER SPORT,228210,2024-10-28,autoritate non-spital
SCNA1112732,Directia Generala de Asistenta Sociala si Protectia Copilului Sector 2,VETRO DESIGN,,2024-10-28,autoritate non-spital
657296-2024,"UNIVERSITATEA DE MEDICINA SI FARMACIE ""VICTOR BABES"" TIMISOARA",Axis Integrator SRL / S.C. DELTAMED S.R.L. / S.C. SAPACO 2000 S.A. S.C.S.,1158335,2024-10-29,autoritate non-spital
230484-2025,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",DENTAL PARTNER'S GRUP / Nastimed Serv / TEHNICAL DENT / TEHNODENT POKA S.R.L.,1079577,2024-10-30,autoritate non-spital
790593-2024,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",DENTAL PARTNER'S GRUP / Nastimed Serv / TEHNICAL DENT / TEHNODENT POKA S.R.L.,1078937,2024-10-30,autoritate non-spital
692322-2024,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",ALTIUM INTERNATIONAL,41120,2024-10-31,autoritate non-spital
707991-2024,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Botosani,EUROVET LAB,1469475,2024-10-31,autoritate non-spital
SCNA1110619,Judetul Brasov,TEHNOPLUS MEDICAL / BIO HYGIENE SRL,361500,2024-10-31,autoritate non-spital
SCN1155391,COMUNA FRUMUSICA,Altamira Impex / DRUGON INTERNATIONAL,161975,2024-11-01,autoritate non-spital
SCNA1111501,ORASUL FLAMANZI,REGENCY PROJECT SRL,175060,2024-11-01,autoritate non-spital
115654-2025,SERVICIUL DE AMBULANTA AL JUDETULUI CLUJ,ALCA DUO MEDICAL S.R.L. / ALPHA BRIO MEDICAL S.R.L. / AVMED PLUS / CO&CO Consumer 2002 S.R.L. / CRAD RO / DELUXE MEDICRAFTS / HELLIMED / MASEPHARM S.R.L. / MEDIMPACT / NAFKA GRUP S.R.L. / Novaintermed S.R.L. / PAUL HARTMANN / PROFI PENTRU SANATATE SRL S.R.L. / RICOMED / ROVAL MED / S.C. CERTINVEST S.R.L. / S.C. D&G GROUP S.R.L. S.R.L. / S.C. DELTAMED S.R.L. / S.C. MEDCLAS TRADING S.R.L. S.R.L. / S.C. Medplaza Health S.R.L. / S.C. Natural Es-medical S.R.L S.R.L. / S.C.MEDICAL GRUP S.R.L. / SANROTEX TRADING SRL / SC Nova Fit 2000 S.R.L. / TMS - TOP MEDICAL SUPPLIER / TZMO ROMANIA / VALDOMEDICA TRADING / VETRO DESIGN S.R.L. / X-Lab Solutions S.R.L.,856515,2024-11-04,autoritate non-spital
721030-2024,JUDETUL GALATI,DRAEGER ROMANIA / HELLIMED / LUAN VISION / VODIMEDICOR,2010245,2024-11-04,autoritate non-spital
107584-2025,Orasul Harsova,ROSALVAMED PLUS,3850200,2024-11-05,autoritate non-spital
670625-2024,"CONSILIUL JUDETUL PRAHOVA, DIRECTIA SERVICII SI ACHIZITII PUBLICE",,,2024-11-05,autoritate non-spital
674343-2024,Inspectoratul General al Poliției de Frontieră,MB Telecom Ltd,6642000,2024-11-06,autoritate non-spital
SCN1155524,"UNIVERSITATEA DE MEDICINA SI FARMACIE ""VICTOR BABES"" DIN TIMISOARA",DENTSTORE / SC DEXELLENCE PROJECT SRL / HALMADENT SRL,460555,2024-11-06,autoritate non-spital
CAN1136601,Ministerul Apararii U.M. 02412 Bucuresti,A.M.S. 2000 TRADING IMPEX / TODY LABORATORIES MED / Sante International S.A.,,2024-11-07,unitate militara fara profil de spital
23343-2025,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",ALTIUM INTERNATIONAL / ANTISEL RO / BIO AQUA GROUP / CHROMAKTIV S.R.L. / DELTAMED / EMSAR S.R.L. / Filara BioMed SRL / Novaintermed S.R.L. / TUNIC PROD S.R.L. / WATT DISTRIBUTOR,95918,2024-11-08,autoritate non-spital
788167-2024,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",Nastimed Serv / TEHNICAL DENT / TEHNODENT POKA S.R.L.,216708,2024-11-11,autoritate non-spital
SCNA1113503,SECTORUL 6 AL MUNICIPIULUI BUCURESTI,MOBTECO PRODUCT S.R.L. / EURODIDACTICA S.R.L.,353644,2024-11-11,autoritate non-spital
739636-2024,CONSILIUL JUDETEAN GORJ,LUAN VISION / Novaintermed S.R.L.,1516650,2024-11-12,autoritate non-spital
SCN1150539,"SNTFC ""CFR CALATORI"" S.A.",DNS BIROTICA S.R.L.,264000,2024-11-12,entitate privata (SRL/SA)
691606-2024,Municipiul Craiova,,,2024-11-13,autoritate non-spital
SCNA1113617,"Universitatea de Medicina, Farmacie, Stiinte si Tehnologie "" George Emil Palade"" din Targu Mures",THREE PHARM,583883,2024-11-13,autoritate non-spital
692908-2024,SPITALUL CLINIC JUDETEAN DE URGENTA SF. APOSTOL ANDREI,,,2024-11-14,procedura anulata / fara castigator (confirmat in XML TED)
757845-2024,JUDETUL SATU MARE,PRIMERA MED TECHNOLOGY / S.C. GENERAL ELECTRIC MEDICAL SYSTEMS ROMANIA S.R.L. / SYNTTERGY CONSULT S.R.L. / Sante International S.A.,1912900,2024-11-14,autoritate non-spital
693746-2024,Comuna Pericei,,1022431,2024-11-14,autoritate non-spital
725361-2024,Consiliul Judetean Buzau,B.BRAUN MEDICAL SRL,153207,2024-11-18,autoritate non-spital
703182-2024,JUDETUL SATU MARE,,,2024-11-19,autoritate non-spital
757469-2024,CENTRUL MEDICAL DE DIAGNOSTIC SI TRATAMENT AMBULATORIU ORADEA,PHM COMSERV S.R.L.,1428570,2024-11-19,centru medical ambulatoriu (fara paturi)
CAN1137309,Institutul de Biologie si Patologie Celulara '' Nicolae Simionescu'',Proton Impex 2000 S.R.L.,15760,2024-11-19,institut de cercetare / fara paturi de spital
CAN1137341,Consiliul Judetean Buzau,ATS FOR HEALTH,163975,2024-11-19,autoritate non-spital
SCN1149181,ORAȘ BAIA DE ARAMA,PRIMERA MED TECHNOLOGY,419900,2024-11-19,autoritate non-spital
726268-2024,Consiliul Judetean Calarasi,SMGELECTRONICA / VICI EVOLUTION S.R.L.,17108000,2024-11-20,autoritate non-spital
SCN1150887,Autoritatea Nationala Fitosanitara,MECRO SYSTEM S.R.L.,335750,2024-11-20,autoritate non-spital
102996-2026,MINISTERUL APARARII - UNITATEA MILITARA 02464 BUCURESTI,Dental Vladmed V&M SRL / HALMADENT SRL / LIAMED / MEDIMPACT SRL / S.C. MED TEHNICA SRL S.R.L. / S.C. Medical Logistic Mall S.R.L. / S.C.MEDICAL GRUP S.R.L.,57605,2024-11-21,unitate militara fara profil de spital
710778-2024,Municipiul Craiova,,,2024-11-21,autoritate non-spital
741768-2024,JUDETUL CARAS-SEVERIN,ELMED MEDICAL / KARL STORZ ENDOSCOPIA ROMANIA / RAFI MEDICAL / Sof Medica,1485568,2024-11-21,autoritate non-spital
749983-2024,MINISTERUL APARARII - UNITATEA MILITARA 02464 BUCURESTI,Dental Vladmed V&M SRL / HALMADENT SRL / LIAMED / MEDIMPACT SRL / S.C. MED TEHNICA SRL S.R.L. / S.C. Medical Logistic Mall S.R.L. / S.C.MEDICAL GRUP S.R.L.,2824170,2024-11-21,unitate militara fara profil de spital
SCN1156241,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Buzau,MEDICLIM S.R.L.,14880,2024-11-21,autoritate non-spital
101150-2026,MINISTERUL APARARII - UNITATEA MILITARA 02464 BUCURESTI,CATTUS S.R.L. / DVC MEDICAL VISION SRL / HISTRIA INTERNATIONAL S.R.L. / LIAMED / MEDICAL DEVICE STORE SRL / MEDIMPACT SRL / MEDIZIN TECHNOLOGIES / MLM MEDICAL S.R.L. / PAUL HARTMANN SRL / S.C. NEOMED S..R.L. / S.C. NERAMO DISTRIBUTION S.R.L. / SIGNAL SPECTRUM SRL-D,4373876,2024-11-22,unitate militara fara profil de spital
712717-2024,JUDETUL SIBIU,,,2024-11-22,autoritate non-spital
CN1068022,C.N.A.I.R. S.A. prin Directia Regionala de Drumuri si Poduri BUCURESTI,GLOBAL PLAST S.R.L.,199333,2024-11-23,entitate privata (SRL/SA)
718217-2024,Municipiul Craiova,,2107185,2024-11-25,autoritate non-spital
725288-2024,"UNIVERSITATEA DE MEDICINA SI FARMACIE ""VICTOR BABES"" DIN TIMISOARA",KARL STORZ ENDOSCOPIA ROMANIA,803700,2024-11-25,autoritate non-spital
1313-2025,MUNICIPIUL ODORHEIU SECUIESC (PRIMARIA MUNICIPIULUI ODORHEIU SECUIESC),ARGUS OPTIK S.R.L. / LIAMED / RIDA S SRL / S.C. TESLA Numeric S.R.L. / SC CARTO PLAST SRL / TEHNOPLUS MEDICAL,684034,2024-11-26,autoritate non-spital
719404-2024,JUDETUL GALATI,,,2024-11-26,autoritate non-spital
719905-2024,SPITALUL ORASENESC HOREZU,,,2024-11-26,procedura anulata / fara castigator (confirmat in XML TED)
764852-2024,ORASUL HOREZU - CONSILIUL LOCAL HOREZU,SOUL MEDICAL,3329600,2024-11-26,autoritate non-spital
836-2025,CENTRUL MEDICAL DE DIAGNOSTIC SI TRATAMENT AMBULATORIU PLOIESTI,ARGUS OPTIK / LIAMED / RIDA S SRL / TOTALMED,218541,2024-11-27,centru medical ambulatoriu (fara paturi)
SCNA1114294,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Buzau,Noack Romania S.R.L. / DIALAB SOLUTIONS / MEDICLIM S.R.L. / ROMVAC COMPANY / ANTISEL RO SRL,41089,2024-11-27,autoritate non-spital
236217-2025,Municipiul Pascani,BLUEBOX MEDICAL / LIAMED / S.C. IRYO SYSTEMS S.R.L. S.R.L.,1992688,2024-11-28,autoritate non-spital
763284-2024,JUDETUL GALATI,ALPHA MEDICAL S.R.L. / DTL Medical SRL / HELLIMED SRL / PAPAPOSTOLOU S.R.L / Rosalvamed Plus S.R.L.,658539,2024-11-28,autoritate non-spital
799592-2024,Municipiul Pascani,LIAMED / S.C. IRYO SYSTEMS S.R.L. S.R.L.,1606112,2024-11-28,autoritate non-spital
725851-2024,Municipiul Iasi,ALFA VEGA S.R.L.,1243660,2024-11-28,autoritate non-spital
757436-2024,COMPANIA NATIONALA DE INVESTITII SA,PRIMERA MED TECHNOLOGY,2775993,2024-11-29,entitate privata (SRL/SA)
CAN1138062,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Cluj,DIAMEDIX IMPEX,19442,2024-12-02,autoritate non-spital
CAN1138065,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Cluj,TUNIC PROD S.R.L.,813,2024-12-02,autoritate non-spital
CAN1138071,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Cluj,EMSAR S.R.L.,733,2024-12-02,autoritate non-spital
CAN1138117,"Universitatea de Medicina si Farmacie ""Carol Davila""",DUTCHMED S.R.L. / INTROLIFE / Sante International S.A. / ASCO 90 / Dyomedica CND SRL / PROMED SOLUTION MD SRL,504850,2024-12-02,autoritate non-spital
737634-2024,Inspectoratul General pentru Situatii de Urgenta,,4450000,2024-12-03,autoritate non-spital
795759-2024,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Suceava,A.M.S. 2000 TRADING IMPEX S.R.L. / ANTISEL RO SRL / C.D.M. GALVAN / DIALAB SOLUTIONS / DIAMEDIX IMPEX / Filara BioMed SRL / LABORSISTEM S.R.L. / MEDICLIM S.R.L. / MERC INTERNATIONAL IMPEX S.R.L. / Noack Romania S.R.L. / PARTNERS MEDICAL SOLUTION S.R.L. / S.C. NOVACHIM TRADING S.R.L. / S.C. REDOX RESEARCH & ANALYTIC S.R.L. S.R.L. / Shimadzu Handelsgesellschaft mbH / TOPOMEV OPTOSCIENCE / TUNIC PROD S.R.L.,149988,2024-12-03,autoritate non-spital
SCN1146969,Primaria Municipiului Tirgu-Mures,RAPSODIA COM SRL,16089,2024-12-03,autoritate non-spital
120674-2025,JUDETUL BACAU,Abb Neopuls / B.BRAUN MEDICAL / DRAEGER ROMANIA / HELLIMED / ICU DARMED S.R.L. / MEDICAL DEVICE STORE SRL / MEDIST IMAGING & P.O.C. / Medical Gazplus,5943379,2024-12-04,autoritate non-spital
783233-2024,Universitatea de Medicină și Farmacie din Craiova,SUPERMEDICAL,1159300,2024-12-04,autoritate non-spital
783854-2024,JUDETUL BACAU,Abb Neopuls / B.BRAUN MEDICAL / DRAEGER ROMANIA / HELLIMED / ICU DARMED S.R.L. / MEDICAL DEVICE STORE SRL / MEDIST IMAGING & P.O.C.,5563895,2024-12-04,autoritate non-spital
739489-2024,JUDETUL BIHOR,SOFTLINK CENTRAL EUROPE,6154510,2024-12-04,autoritate non-spital
CAN1134517,JUDETUL SALAJ,HAELVOET,88206,2024-12-04,autoritate non-spital
SCNA1114654,"Universitatea ""Alexandru Ioan Cuza"" Iasi",FABI TOTAL GRUP S.R.L.,3406,2024-12-04,autoritate non-spital
763932-2024,JUDETUL GALATI,LABORATORIUM LIFE SCIENCE SRL,2416621,2024-12-05,autoritate non-spital
1393-2025,CENTRUL MEDICAL DE DIAGNOSTIC SI TRATAMENT AMBULATORIU PLOIESTI,GLOBAL VIEW MEDICAL BUSINESS / Medist,188500,2024-12-06,centru medical ambulatoriu (fara paturi)
39093-2025,MINISTERUL APARARII - UNITATEA MILITARA 02464 BUCURESTI,CATTUS S.R.L. / DACORUM GRUP / Danson S.R.L. / Dental Vladmed V&M SRL / GREENBERG & COHEN CONSULT SRL / HELLIMED SRL / HISTRIA INTERNATIONAL S.R.L. / MEDIST IMAGING & P.O.C. S.R.L. / NICONSULTING TECHNICS SRL / PRIMERA MED TECHNOLOGY / S.C. EDITRONIC INTERNATIONAL S.R.L. / S.C. NEOMED S..R.L. / TEHNO ELECTRO MEDICAL COMPANY S.R.L.,50798250,2024-12-06,unitate militara fara profil de spital
745868-2024,SERVICIUL DE AMBULANTA JUDETEAN IASI,ORANGE ROMANIA / S.C. I.Q. PLUS S.R.L. / S.C. VODAFONE ROMANIA S.A. S.R.L.,1925559,2024-12-06,autoritate non-spital
753346-2024,Municipiul Galati,ABB Medtec,5997500,2024-12-09,autoritate non-spital
780559-2024,CONSILIUL JUDETEAN OLT,BPM TEHNOLOGICA / Integra Medical Business / LIAMED / ROMGER GENERAL TRADE & CONSULTING S.R.L. / SOUL MEDICAL,2114387,2024-12-09,autoritate non-spital
753655-2024,INSTITUTUL DE BOLI CARDIOVASCULARE TIMISOARA,,,2024-12-10,procedura anulata / fara castigator (confirmat in XML TED)
214513-2025,Orasul Zarnesti (Primaria Orasului Zarnesti),INTRAMED S.R.L. / ROSALVAMED PLUS / SPECTRUM POINT / VAVIAN TRADING,7030020,2024-12-11,autoritate non-spital
21911-2025,Orasul Zarnesti (Primaria Orasului Zarnesti),INTRAMED S.R.L. / ROSALVAMED PLUS / VAVIAN TRADING,2134320,2024-12-11,autoritate non-spital
756024-2024,SPITALUL CLINIC DE URGENTA SF.IOAN,,,2024-12-11,procedura anulata / fara castigator (confirmat in XML TED)
92138-2026,Serviciul de Ambulanta Judetean Bacau,ALISON HAYES (ROMANIA) / ALPHA BRIO MEDICAL S.R.L. / CRIO - 2 S.R.L. / DANCRI MEDICAL / DELUXE MEDICRAFTS / FARMACIA OMNIA / LUAN VISION / MEDICAL GRUP / MEDIMPACT / NERAMO DISTRIBUTION / TOP TRADE MEDICAL / VALDOMEDICA TRADING / VETRO DESIGN,611811,2024-12-11,autoritate non-spital
759042-2024,Orasul Segarcea,,6395394,2024-12-12,autoritate non-spital
CAN1138815,UNIVERSITATEA NATIONALA DE MUZICA,ARTBIT,249777,2024-12-12,autoritate non-spital
CN1068738,INSTITUTUL NATIONAL DE HEMATOLOGIE TRANSFUZIONALA Prof.Dr.C.T.Nicolau,X-Lab Solutions S.R.L.,,2024-12-14,institut de cercetare / fara paturi de spital
795611-2024,Municipiul Craiova,ALIO MED SOLUTIONS S.R.L. / ELMED MEDICAL,5279100,2024-12-16,autoritate non-spital
796442-2024,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",ANTISEL RO SRL / Altium International SRL / DIALAB SOLUTIONS / S.C. Bio Zyme S.R.L.,59795,2024-12-16,autoritate non-spital
768229-2024,Ministerul Sanatatii,A.M.S. 2000 TRADING IMPEX / ANALYTIK-JENA-ROMANIA S.R.L. / BIO AQUA GROUP / BLUEBOX MEDICAL / CANBERRA PACKARD / CROMATEC PLUS / MECRO SYSTEM S.R.L. / MERCK ROMANIA S.R.L. / NITECH / Shimadzu Handelsgesellschaft mbH / TEHNOPLUS MEDICAL,47124229,2024-12-16,autoritate non-spital
114569-2025,MUNICIPIUL PLOIESTI,NICONSULTING TECHNICS SRL,596000,2024-12-17,autoritate non-spital
12086-2025,SERVICIUL DE AMBULANTA JUDETEAN VRANCEA,DELUXE MEDICRAFTS SRL / HELLIMED SRL / Rosalvamed Plus S.R.L. / S.C. D&G GROUP S.R.L. S.R.L. / X-Lab Solutions S.R.L.,2205539,2024-12-17,autoritate non-spital
13398-2025,JUDEȚUL SUCEAVA,BIOTEC / DACORUM GRUP / DRAEGER ROMANIA / MEDIST IMAGING & P.O.C. / OPEN MIND LABORATORY S.R.L.,925073,2024-12-17,autoritate non-spital
188014-2025,SERVICIUL DE AMBULANTA JUDETEAN VRANCEA,DELUXE MEDICRAFTS SRL / HELLIMED SRL / Rosalvamed Plus S.R.L. / S.C. D&G GROUP S.R.L. S.R.L. / X-Lab Solutions S.R.L.,2334986,2024-12-17,autoritate non-spital
795427-2024,MUNICIPIUL PLOIESTI,NICONSULTING TECHNICS SRL,596000,2024-12-17,autoritate non-spital
796686-2024,JUDEȚUL SUCEAVA,PREPARATORY WORK / S.C. BIOCOMP S.R.L. / S.C. MALUK CO S.R.L.,2583382,2024-12-17,autoritate non-spital
CAN1138997,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",DELTAMED / ELECTRONIC APRIL APARATURA ELECTRONICA SPECIALA S.R.L.,53295,2024-12-17,autoritate non-spital
SCNA1103979,Directia Generala de Asistenta Sociala si Protectia Copilului Gorj,TZMO ROMANIA / GREENWOOD,942946,2024-12-17,autoritate non-spital
776658-2024,SPITAL MUNICIPAL GHEORGHENI,,,2024-12-18,procedura anulata / fara castigator (confirmat in XML TED)
82216-2025,JUDETUL VALCEA,DTL Medical SRL,8745500,2024-12-18,autoritate non-spital
782682-2024,Judetul Brasov,,,2024-12-20,autoritate non-spital
50308-2025,MUNICIPIUL CAMPULUNG,ADION PRODIMPEXTRANS S.R.L. / ANDAN IMPEX S.R.L. / DACO MEDICAL TECHNOLOGIES SRL / DEMOTEKS MEDIKAL SRL / DVC MEDICAL VISION SRL / Dyomedica CND SRL / Elta 90 Medical Research SRL / LC RHEA MEDICAL CARE S.R.L. / LIAMED / MEDIZIN TECHNOLOGIES / PAPAPOSTOLOU S.R.L / PRIMERA MED TECHNOLOGY / REO MEDICAL APARATURA MEDICALA / S.C. BIOTECHNICS IMPLANT S.R.L. / S.C. ELMED MEDICALS.R.L. / S.C. SAPACO 2000 S.A. S.C.S. / S.C.MEDICAL GRUP S.R.L.,6542381,2024-12-23,autoritate non-spital
794434-2024,Spitalul Județean de Urgență Dr.Constantin Andreoiu Ploiești,,,2024-12-24,procedura anulata / fara castigator (confirmat in XML TED)
CAN1133400,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Suceava,TUNIC PROD S.R.L. / Filara BioMed SRL / DIAMEDIX IMPEX / DIALAB SOLUTIONS / C.D.M. GALVAN / A.M.S. 2000 TRADING IMPEX S.R.L. / TOPOMEV OPTOSCIENCE / Shimadzu Handelsgesellschaft mbH / LABORSISTEM S.R.L. / ANTISEL RO SRL / PARTNERS MEDICAL SOLUTION S.R.L. / S.C. REDOX RESEARCH & ANALYTIC S.R.L. S.R.L. / MEDICLIM S.R.L. / MERC INTERNATIONAL IMPEX S.R.L. / Noack Romania S.R.L. / S.C. NOVACHIM TRADING S.R.L.,2549794,2024-12-24,autoritate non-spital
18328-2025,JUDETUL SIBIU,S.C. Abb Neopuls S.R.L.,1807654,2024-12-31,autoritate non-spital
799913-2024,SPITALUL JUDETEAN DE URGENTA PITESTI,,,2024-12-31,procedura anulata / fara castigator (confirmat in XML TED)
801071-2024,JUDETUL MARAMURES (CONSILIUL JUDETEAN MARAMURES),,,2024-12-31,autoritate non-spital
CAN1139735,CENTRUL MEDICAL DE DIAGNOSTIC SI TRATAMENT AMBULATORIU PLOIESTI,LIAMED / TOTALMED / RIDA S SRL / ARGUS OPTIK,218541,2024-12-31,centru medical ambulatoriu (fara paturi)
SCNA1105312,Directia Generala de Asistenta Sociala si Protectia Copilului Brasov,TZMO ROMANIA,126076,2024-12-31,autoritate non-spital
43572-2025,Serviciul de Ambulanta Judetean Vaslui,ALPHA BRIO MEDICAL S.R.L. / BIZMED / DELTAMED / DELUXE MEDICRAFTS / DEMOPHORIUS HEALTHCARE / DRAEGER ROMANIA / HELLIMED / INNOVOTECH S.R.L. / MEDIMPACT / MEDIST IMAGING & P.O.C. / NAFKA GRUP / OLVIT MED / PAUL HARTMANN / ROVAL MED / SANROTEX TRADING SRL / TAISSIS CONCEPT / TEHNO ELECTRO MEDICAL COMPANY S.R.L. / TMS - TOP MEDICAL SUPPLIER / VALDOMEDICA TRADING / VETRO DESIGN / ZARYS INTERNATIONAL GROUP,1649551,2025-01-03,autoritate non-spital
30791-2025,Universitatea Stefan cel Mare Suceava,DENTEX TRADING S.R.L. / TEHNICAL DENT,364649,2025-01-08,autoritate non-spital
80106-2025,SERVICIUL JUDETEAN DE AMBULANTA ARGES,ALPHA BRIO MEDICAL S.R.L. / DELTAMED / LIME MEDICALS S.R.L. / LUAN VISION / MANUFARM S.R.L. / MEDCLAS TRADING S.R.L. / MEDICAL GRUP / ROSALVAMED PLUS / TMS - TOP MEDICAL SUPPLIER / VETRO DESIGN / X-Lab Solutions S.R.L.,719794,2025-01-10,autoritate non-spital
21353-2025,SPITALUL CLINIC DE URGENTA SF.IOAN,,,2025-01-13,procedura anulata / fara castigator (confirmat in XML TED)
130771-2025,"Centrul Medical de Diagnostic, Tratament Ambulatoriu si Medicina Preventiva",B. BRAUN AVITUM / EVO HEALTHCARE CONSULTING,1848426,2025-01-14,centru medical ambulatoriu (fara paturi)
35977-2025,OFICIUL NATIONAL PENTRU ACHIZITII CENTRALIZATE,HELLIMED,167827160,2025-01-15,autoritate non-spital
57144-2025,JUDETUL CLUJ (CONSILIUL JUDETEAN),NITECH / NOVOMED INTERNATIONAL SRL,243820,2025-01-16,autoritate non-spital
47638-2025,JUDETUL GALATI,DIAMEDIX IMPEX,2610000,2025-01-17,autoritate non-spital
36274-2025,SPITALUL CLINIC JUDETEAN DE URGENTA CLUJ,,,2025-01-20,procedura anulata / fara castigator (confirmat in XML TED)
39486-2025,SPITALUL ORASENESC AGNITA,,,2025-01-20,procedura anulata / fara castigator (confirmat in XML TED)
41041-2025,UM 0929 Bucuresti,,,2025-01-21,procedura anulata / fara castigator (confirmat in XML TED)
43324-2025,"Institutul de Boli Infectioase ""Prof. Dr. Matei Bals""",,,2025-01-22,procedura anulata / fara castigator (confirmat in XML TED)
45469-2025,ORASUL ABRUD,,,2025-01-22,autoritate non-spital
